"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","BAL","UA","BKG","BAL","UA","BKG","BAL"
"map04145.Phagosome","   12","  753","    2","   14","   20"," 1203","   15","   13","  267","   25","   37","   78","   36","   22","   12","   26","    7","   26","   44","   30","   22","   34","   19","   21","   12","  573","   20","   20","   41"," 2487"," 1326","   30"," 4722"," 3776","   10"," 1886"," 1476","   22","  318","  283","   11","   22","   18","  329","  134","   26","   12","    9","  774","   35","   70","   60","   16","   29","   14","   88","  520","   33","   41","   20","   29","   37","   24"," 1088"," 1060","   22","10155"," 1281","   17","   21"," 5427"," 3959","   14","   17"," 2416"," 1160","   31"," 8973"," 8970","   10"
"map04371.Apelin.signaling.pathway","   2"," 163","   0","   3","   0"," 243","   6","   0","  42","   3","   3","   4","   4","   5","   1","   4","   2","   0","   7","   4","   2","   3","   2","   2","   2"," 167","   4","  10","   9"," 329"," 190","   1"," 767"," 611","   0"," 238"," 175","   3","  44","  39","   0","   5","   4","  51","  24","   2","   0","   8"," 184","   7","   5","  15","   4","   8","   1","  17","  70","   7","   5","   2","   2","   1","   2"," 151"," 150","   1","1587"," 208","   0","   2"," 840"," 592","   2","   3"," 285"," 158","   2","1360","1344","   0"
"map05017.Spinocerebellar.ataxia","    33","   908","     2","     8","    18","  1106","     7","     1","   385","    77","    42","    47","    12","    13","     5","    18","     3","    23","    24","     6","     8","    20","     5","    29","     6","   811","    30","    30","    61","  3795","  1418","    16","  4799","  3223","    12","  2496","  1541","    13","  1916","   451","     5","     2","    11","   262","    54","    11","    11","     5","   720","    17","    39","    35","    19","    24","    12","    56","   763","    14","    34","     5","    10","    56","    21","  1025","   970","     7"," 31511","  1295","     9","    11","369107","  3795","    16","    18"," 27624","  1370","    10","  9039","  8617","     2"
"map05152.Tuberculosis","     203","   17341","     109","      30","     108","    5724","      66","     177","   14791","    5440","     485","     323","     126","      34","     123","      74","      30","     113","     108","      29","      17","     180","      21","     162","      72","   84865","      94","     125","     658","   52090","    7693","      28","   64700","   17935","      34","   70657","    7818","     108","   77004","    3219","      33","      12","     254","    2061","     329","     110","      40","      56","    3606","     121","     209","     393","      87","     142","      55","     358","    3993","     276","     115","     283","      25","    2569","      65","   13872","    5197","      51"," 1781569","    7726","      25","      54","13466908","   19883","      57","      92"," 1601957","    7342","      38","   56402","   47126","       6"
"map05167.Kaposi.sarcoma.associated.herpesvirus.infection","  23"," 814","   0","   9","  22"," 997","  13","   4"," 265","  26","  37","  47","  22","  10","   4","  16","   3","  35","  34","   4","   3","  13","   4","  18","   4"," 305","  14","  17","  42","1989","1052","   6","3409","2693","   5","1434","1005","  15"," 357"," 298","   3","   4","   9"," 289","  78","  10","   6","  10"," 629","   8","  35","  56","  12","  19","   7","  45"," 450","  23","  17","   4","  10","  24","  11"," 698"," 675","   4","9018","1019","  12","   3","7270","3231","  10","  22","3092","1044","  11","6734","6709","   1"
"map04016.MAPK.signaling.pathway...plant","    196","   6871","     47","     16","     86","   3268","     35","     52","   6033","   2240","    430","    142","     62","     13","     85","     30","     16","     52","     38","     13","      6","     87","     13","     51","     40","  55804","     76","     40","    253","  17587","   2876","     25","  27257","   5878","     18","  32054","   3165","     30","  24249","   1642","     10","      5","    154","   1271","    238","     47","     17","     41","   1946","     49","    139","    193","     43","     57","     42","    275","   1461","    133","     50","    124","      4","   1263","     25","   8690","   1975","     20"," 858560","   2984","      8","     37","3530805","   7039","     27","     43"," 600766","   2847","     23","  20484","  16551","     16"
"map04917.Prolactin.signaling.pathway","     8","  1187","     4","     3","     3","   198","     3","     5","  1709","   817","    51","     4","    13","     2","     0","     4","     2","     0","     1","     1","     3","    30","     5","    11","    11"," 23015","     6","     3","    54","  3367","   245","     4","  4306","   557","     0","  8018","   186","     4","  6215","   122","     2","     2","    53","   121","    12","     1","     2","     0","   116","     2","     7","    32","     1","     6","     4","    13","   116","     8","     5","    50","     3","   262","     2","  2090","   175","     4","143986","   210","     0","     1","839542","   613","     3","     1","198093","   259","     3","  2721","  1361","     0"
"map00525.Acarbose.and.validamycin.biosynthesis","     68","   6513","     32","     14","     47","   1877","     14","     68","   5329","   1962","    181","    110","     47","     14","     33","     26","      8","     38","     38","     12","      6","     72","      9","     46","     61","  35806","     51","     44","    277","  18040","   3072","     36","  24674","   7452","     19","  28512","   3383","     21","  31767","   1342","     10","      0","    128","    663","     79","     33","     11","     24","   1307","     43","     82","    130","     20","     47","     14","     79","   1815","    145","     64","     51","     15","   1046","     19","   5141","   2153","     15"," 691665","   3359","     11","     18","5492678","   8368","     40","     39"," 598097","   3325","     19","  21889","  19166","      4"
"map01502.Vancomycin.resistance","     159","   15708","      78","       9","      79","    2820","      48","     139","   16751","    7057","     529","     156","      64","      36","      65","      25","      17","      67","      33","       7","      15","     204","      10","     103","     100","  152872","      69","      65","     520","   54899","    3359","      19","   62540","    7422","      10","   78431","    3743","      39","   81302","    2388","      16","       2","     318","    1394","     278","      49","      22","      20","    2332","      64","     135","     330","      42","      90","      34","     199","    1845","     340","      57","     259","      13","    3337","      41","   13420","    2291","      18"," 2175215","    3522","      26","      16","15263715","    8421","      29","      32"," 1804740","    3435","      16","   29412","   20402","       3"
"map04725.Cholinergic.synapse","  0"," 45","  0","  2","  0"," 48","  3","  0"," 16","  0","  1","  0","  4","  3","  0","  3","  1","  3","  3","  3","  1","  3","  2","  0","  0"," 63","  6","  1","  6","133"," 81","  2","301","241","  0","114"," 85","  1"," 14"," 14","  2","  5","  1"," 12","  8","  0","  0","  2"," 48","  4","  0","  6","  0","  1","  1","  4"," 36","  4","  2","  1","  2","  1","  2"," 73"," 71","  0","541"," 80","  0","  1","332","232","  1","  2","152"," 72","  1","512","501","  0"
"map04142.Lysosome","     190","   16161","     104","      12","      73","    3577","      30","     148","   13118","    5839","     618","     161","      70","      40","     117","      25","      31","      72","      31","       4","      12","     117","      10","     120","      53","   23859","      57","      40","     330","   53468","    3437","      21","   57026","    6785","      24","   50925","    3774","      54","   73094","    2700","      20","       1","     485","    1316","     179","      63","      32","      17","    2476","      51","     103","     250","      36","      80","      32","     131","    1703","      37","      74","     259","      11","    1931","      23","    5120","    2091","      10"," 1976579","    3550","       8","      39","15581513","    8395","      57","      37"," 1344443","    3084","      22","   34768","   19700","       0"
"map04723.Retrograde.endocannabinoid.signaling","   8"," 311","   2","   4","   2"," 309","   6","   0","  65","   5","  11","   8","  15","   4","   6","   1","   1","   7","   5","   4","   5","   2","   1","   1","   0"," 268","  14","   0","  11"," 510"," 297","   6"," 964"," 760","   0"," 444"," 338","   4","  56","  51","   7","   7","   5","  80","  24","   4","   2","   6"," 223","  11","   9","  17","   3","  10","   5","  10"," 135","   8","   6","   5","   1","   6","   5"," 188"," 179","   5","2537"," 237","   4","   5","1275"," 862","   6","   4"," 657"," 296","  10","2066","1991","   0"
"map04923.Regulation.of.lipolysis.in.adipocytes","  0"," 51","  1","  1","  0"," 46","  1","  0","  9","  1","  3","  0","  2","  3","  2","  0","  0","  2","  1","  2","  1","  2","  1","  0","  0"," 30","  3","  0","  2","123"," 69","  1","207","166","  0"," 75"," 62","  0","  6","  6","  0","  4","  1"," 19","  4","  0","  0","  1"," 31","  8","  0","  2","  1","  0","  0","  2"," 19","  2","  0","  1","  2","  0","  2"," 46"," 46","  0","597"," 60","  0","  0","238","152","  1","  0","179"," 55","  1","376","369","  0"
"map01521.EGFR.tyrosine.kinase.inhibitor.resistance","  2"," 72","  0","  3","  1","122","  3","  0"," 15","  2","  2","  2","  4","  4","  1","  3","  1","  0","  2","  1","  1","  1","  3","  2","  0","125","  4","  2","  9","157"," 88","  1","358","287","  0","131"," 95","  0"," 19"," 13","  2","  1","  1"," 24","  7","  1","  0","  1","129","  2","  2","  4","  0","  5","  0"," 11"," 60","  3","  2","  0","  2","  1","  0"," 69"," 70","  2","514","123","  0","  2","407","274","  0","  1","148"," 76","  1","709","652","  0"
"map04068.FoxO.signaling.pathway","    105","   3838","     19","      5","     45","   1990","     27","     35","   3167","   1259","    208","    120","     61","     11","     50","     21","     24","     39","     43","     17","      5","     39","     12","     32","     17","   6589","     50","     42","    140","  10921","   2258","     11","  18306","   4409","      7","  19186","   2452","     16","  16008","    966","      7","      3","     99","    790","    128","     18","     18","     16","   1196","     37","     96","    132","     28","     50","     24","    122","   1007","     76","     58","     64","      8","    661","     23","   4454","   1427","      8"," 611638","   2155","      5","     27","2167465","   5508","     14","     23"," 322308","   2260","     17","  14601","  12489","      6"
"map04115.p53.signaling.pathway","    18","   557","     0","     4","     6","   334","     5","     1","   536","   126","    29","    13","     4","     2","     2","     7","     0","     8","    14","     0","     1","     4","     0","     9","     1","   103","     8","     3","    17","   579","   244","     0","  1817","   533","     0","  1429","   310","     0","  3019","   214","     0","     1","     5","    66","    27","     1","     4","     4","   183","     2","     9","    11","     4","     3","     7","    24","   125","     2","     8","     4","     1","    71","     6","   215","   168","     2"," 52182","   261","     3","     3","454493","   755","     4","     2"," 19872","   317","     1","  1894","  1595","     0"
"map04150.mTOR.signaling.pathway","   7"," 204","   0","   3","   3"," 358","   3","   0","  41","   3","   4","  11","   6","  10","   3","   6","   1","   4","   7","   3","   2","   4","   5","   8","   0"," 409","  10","   6","  16"," 462"," 265","   2","1173"," 940","   0"," 434"," 352","   0","  58","  51","   2","   1","   1","  73","  24","   6","   1","   3"," 295","   9","   7","  11","   2","   6","   1","  17"," 110","   5","   3","   0","   4","   2","   1"," 212"," 211","   2","2050"," 298","   2","   4","1473","1058","   0","   6"," 484"," 268","   1","2261","2212","   0"
"map04218.Cellular.senescence","   8"," 339","   0","   7","   4"," 489","   7","   0","  92","   4","  15","  18","  10","   4","   7","  14","   1","   6","  13","   5","   5","   5","   1","   9","   5"," 202","  12","  14","  13"," 725"," 393","   6","1536","1235","   8"," 496"," 386","   5","  99","  82","   6","   6","   8"," 137","  31","   3","   2","   9"," 374","   7","  13","  26","  10","  13","   2","  34"," 172","  11","  14","   2","  13","   6","   9"," 287"," 280","   2","2766"," 402","  10","   8","1865","1344","   2","  19"," 758"," 427","   3","2770","2706","   2"
"map05213.Endometrial.cancer","  0"," 39","  0","  2","  1"," 46","  2","  0"," 11","  0","  1","  0","  4","  2","  1","  3","  0","  0","  1","  1","  1","  1","  3","  0","  0"," 83","  2","  3","  4"," 91"," 56","  0","255","207","  0"," 69"," 46","  0","  9"," 12","  0","  0","  0"," 15","  6","  0","  0","  0"," 45","  2","  0","  3","  0","  1","  0","  5"," 32","  2","  1","  0","  2","  1","  0"," 32"," 30","  1","373"," 77","  0","  1","239","165","  0","  1","122"," 64","  0","403","379","  0"
"map05214.Glioma","   2"," 142","   0","   0","   0"," 224","   4","   0","  29","   1","   2","   1","   3","   1","   0","   3","   0","   0","   5","   1","   1","   1","   1","   2","   2"," 134","   4","  10","   7"," 222"," 123","   3"," 495"," 392","   0"," 177"," 127","   2","  29","  23","   2","   2","   2","  43","  18","   2","   0","   5"," 161","   4","   3","  11","   4","   5","   0","  15","  59","   5","   6","   0","   2","   1","   0","  86","  85","   0"," 761"," 139","   0","   1"," 589"," 419","   0","   2"," 191"," 106","   0","1039"," 965","   0"
"map05215.Prostate.cancer","     37","   2500","     25","      8","     20","    858","      6","     33","   1748","    474","     45","     53","     13","      8","     13","     12","      8","     25","      5","     12","      7","     26","      6","     11","     13","   2714","     25","     19","    115","  10100","   1317","     13","   8856","   3333","      5","   9473","   1380","     20","  10295","    490","      0","      0","     15","    277","     49","     13","     12","      9","    510","     25","     38","     46","     14","     27","      6","     55","    713","     26","     10","     14","      8","    205","     10","   2652","    903","      3"," 163779","   1459","      4","     14","2327866","   3699","     13","     22"," 227191","   1378","      9","   8443","   7919","      1"
"map05218.Melanoma","  0"," 21","  0","  0","  0"," 24","  2","  0","  3","  0","  0","  0","  3","  0","  0","  3","  0","  0","  1","  1","  0","  1","  1","  0","  0"," 36","  2","  1","  4"," 51"," 32","  0","110"," 90","  0"," 49"," 34","  0","  3","  3","  0","  0","  0","  6","  4","  0","  0","  0"," 22","  0","  0","  2","  0","  1","  0","  4"," 24","  2","  1","  0","  2","  1","  0"," 20"," 20","  0","171"," 31","  0","  1","147","103","  0","  1"," 52"," 26","  0","191","168","  0"
"map05222.Small.cell.lung.cancer","  18"," 252","   0","   2","   6"," 286","   3","   0","  86","  10","  27","   9","   4","   2","   2","   7","   0","   8","  11","   0","   0","   2","   0","   5","   1","  65","   8","   1","  10"," 396"," 202","   0"," 509"," 399","   0"," 368"," 233","   0"," 169"," 133","   0","   1","   1","  62","  28","   1","   4","   2"," 136","   2","   9","   9","   4","   2","   6","  21","  95","   2","   4","   2","   1","   3","   6"," 110"," 105","   2","1948"," 198","   3","   2","3558"," 523","   3","   2","1510"," 231","   1","1312","1234","   0"
"map05224.Breast.cancer","  2"," 78","  0","  2","  1","105","  2","  0"," 13","  0","  3","  0","  4","  3","  0","  3","  0","  0","  1","  1","  1","  1","  3","  2","  0","106","  2","  2","  7","146"," 84","  0","313","254","  0","123"," 88","  0"," 20"," 14","  0","  0","  0"," 25","  7","  1","  0","  0","116","  2","  1","  4","  0","  5","  0"," 11"," 54","  3","  1","  1","  2","  1","  0"," 68"," 69","  1","425","113","  0","  1","360","250","  0","  1","129"," 66","  0","648","577","  0"
"map05235.PD.L1.expression.and.PD.1.checkpoint.pathway.in.cancer","  5","108","  0","  1","  2","145","  3","  1"," 13","  1","  3","  3"," 10","  2","  1","  3","  0","  2","  2","  2","  1","  2","  1","  2","  0","108","  4","  6","  7","249","139","  1","427","347","  1","176","144","  0"," 28"," 22","  3","  2","  2"," 34","  9","  2","  0","  1","131","  3","  5","  4","  0","  5","  1","  8"," 82","  3","  1","  1","  6","  3","  0"," 97"," 93","  1","806","151","  1","  1","600","433","  0","  4","229","136","  1","866","777","  0"
"map02024.Quorum.sensing","    1267","  108046","     605","     100","     948","   29426","     269","    1060","  111641","   45238","    4935","    1690","     678","     141","     647","     423","     279","     717","     383","      94","      90","    1483","      77","     783","     642","  695489","     573","     593","    3644","  304630","   33711","     198","  405477","   65545","     151","  506629","   35466","     345","  496473","   18137","     141","      49","    2455","   12972","    2353","     419","     217","     264","   20610","     675","    1253","    2759","     385","     918","     471","    2803","   15166","    2038","     760","    1903","      99","   19588","     262","   81854","   21540","     166","13371908","   32415","     124","     270","79326984","   77103","     325","     297","11186674","   32993","     153","  251848","  186242","      57"
"map04014.Ras.signaling.pathway","   2"," 174","   0","   3","   0"," 259","   8","   2","  48","   4","  12","   4","   7","   6","   1","   6","   1","   1","  11","   2","   2","   4","   4","   3","   2"," 176","   6","  12","   9"," 337"," 212","   5"," 855"," 672","   0"," 282"," 209","   3","  60","  52","   3","   9","   4","  53","  26","   2","   1","   7"," 171","   9","   5","  19","  10","   4","   2","  24"," 109","   9","  10","   0","   4","   3","   4"," 183"," 178","   2","1404"," 220","   1","   2"," 911"," 658","   0","   7"," 397"," 224","   2","1606","1594","   2"
"map04724.Glutamatergic.synapse","     96","   6818","     53","      9","     44","   2314","     40","     91","   6553","   2552","    241","    111","     61","     31","     50","     31","     20","     57","     50","     19","     11","     52","     13","    134","     49","  29955","     55","     63","    275","  29374","   3339","     32","  32310","   7647","     17","  29770","   3600","     34","  40990","   1536","     14","     10","    159","    836","    137","     52","     28","     14","   1547","     35","     78","    156","     24","     48","     31","    151","   1793","     94","     62","    106","     14","   1229","     38","   5853","   2418","     18"," 974299","   3544","     19","     25","7958841","   8708","     35","     40"," 681357","   3390","     34","  25076","  21217","      2"
"map04912.GnRH.signaling.pathway","   4"," 139","   0","   0","   0"," 191","   6","   2","  37","   3","  11","   2","   5","   3","   1","   3","   0","   1","   5","   2","   2","   2","   3","   0","   2"," 110","   6","  11","   6"," 234"," 141","   4"," 633"," 500","   0"," 190"," 143","   2","  33","  33","   3","   7","   3","  44","  21","   2","   0","   6"," 133","   6","   2","  12","   4","   1","   1","  18","  67","   7","   8","   1","   2","   1","   3"," 107"," 103","   0","1005"," 138","   2","   1"," 703"," 499","   0","   4"," 279"," 154","   1","1116","1064","   0"
"map04928.Parathyroid.hormone.synthesis..secretion.and.action.","  2"," 69","  0","  1","  0"," 71","  3","  2"," 19","  0"," 11","  0","  2","  3","  2","  1","  0","  0","  1","  2","  1","  2","  1","  2","  0"," 76","  6","  2","  2"," 86"," 63","  2","282","222","  0","114"," 80","  0"," 22"," 22","  3","  5","  1"," 21","  8","  0","  0","  1"," 68","  6","  0","  4","  0","  0","  0","  4"," 42","  2","  3","  1","  0","  1","  3"," 67"," 49","  0","362"," 62","  0","  1","316","228","  1","  0","121"," 61","  0","509","458","  0"
"map05212.Pancreatic.cancer","  5"," 93","  0","  1","  2","139","  3","  2"," 19","  3"," 12","  1","  4","  1","  2","  4","  0","  2","  2","  2","  3","  1","  2","  4","  0","120","  2","  4","  9","206","131","  3","408","333","  0","168","131","  0"," 33"," 25","  1","  2","  0"," 30","  9","  1","  1","  0","143","  5","  3","  5","  2","  7","  1"," 15"," 84","  7","  3","  0","  3","  2","  4"," 93"," 94","  0","659","133","  1","  1","553","393","  0","  3","198","111","  1","824","746","  0"
"map00563.Glycosylphosphatidylinositol..GPI..anchor.biosynthesis","  6"," 44","  0","  0","  0"," 90","  0","  0"," 10","  2","  1","  2","  1","  0","  0","  1","  0","  1","  1","  1","  0","  2","  1","  6","  0"," 74","  3","  0","  3","115"," 60","  0","106"," 58","  0","126"," 48","  0"," 21"," 14","  0","  1","  2","  8","  2","  1","  4","  0"," 20","  0","  2","  3","  1","  1","  0","  4"," 13","  0","  0","  1","  1","  2","  0"," 21"," 21","  1","116"," 28","  0","  0","187","134","  1","  4"," 56"," 25","  3","242","213","  0"
"map00531.Glycosaminoglycan.degradation","    122","   9845","     64","      3","     30","   2009","     11","     60","   7750","   3454","    370","     94","     26","     23","     67","     12","     17","     28","     29","      2","      6","     55","      6","     65","     25","  15286","     37","     20","    188","  29028","   1422","      8","  37247","   3098","     13","  33482","   1775","     17","  41345","   1130","     14","      3","    294","    682","     99","     39","     10","     12","   1344","     37","     54","    131","     23","     38","     18","     65","    750","     18","     46","    187","      7","   1189","     10","   3753","    945","     12","1111804","   1671","      3","     15","7878027","   3720","     35","     15"," 878070","   1371","     11","  20075","   9039","      0"
"map03430.Mismatch.repair","     678","   69542","     397","      42","     323","   14344","     134","     725","   72551","   29250","    2258","     752","     277","     104","     298","     138","     114","     351","     246","      55","      69","     993","      55","     492","     414","  556985","     285","     380","    2576","  246526","   20343","     120","  293401","   45774","      97","  359194","   22328","     288","  367444","   12212","      81","      26","    1548","    6821","     990","     225","     143","     123","   10255","     330","     515","    1516","     164","     381","     211","     993","   11635","    1073","     331","    1136","      53","   13085","     189","   66242","   14080","     124"," 9489163","   21711","      84","     197","68436738","   49895","     239","     257"," 8427834","   19150","     109","  164571","  122943","      23"
"map03410.Base.excision.repair","     382","   29260","     191","      24","     193","    6735","      64","     315","   30093","   11682","    1104","     360","     125","      28","     166","      78","      45","     184","     111","      17","      22","     352","      20","     218","     165","  205940","     138","     138","    1113","   98438","    8568","      43","  117136","   18713","      40","  151097","    9587","     101","  144025","    5217","      43","      10","     599","    3318","     466","      98","      56","      53","    4745","     159","     335","     726","      79","     168","     108","     489","    4473","     396","     159","     491","      29","    5273","      82","   27010","    5748","      45"," 3920849","    8777","      23","      58","26252898","   21394","      71","      70"," 3474661","    8127","      49","   69214","   51666","      13"
"map03440.Homologous.recombination","     810","   79191","     429","      56","     396","   16058","     179","     773","   80934","   32535","    2431","     809","     339","     104","     378","     181","     112","     405","     269","      55","      82","     984","      58","     600","     440","  550082","     355","     411","    2940","  263749","   22367","     144","  315015","   51160","     127","  405820","   24180","     316","  401633","   12505","      81","      38","    1722","    7716","    1293","     230","     118","     123","   11341","     363","     639","    1607","     211","     420","     252","    1028","   12688","    1055","     342","    1269","      80","   14438","     205","   74377","   15471","     111","10250643","   24081","      73","     185","72373818","   55297","     280","     256"," 9603149","   20980","     113","  180667","  134459","      21"
"map03008.Ribosome.biogenesis.in.eukaryotes","     66","   2889","      7","      3","     24","   1056","     12","     32","   2414","    948","     88","     45","     24","     12","     20","     15","     14","     31","     28","     12","      4","     27","      4","     27","     19","  12423","     20","     33","    108","  10107","   1172","      6","  10871","   2902","     13","  12885","   1251","     15","  12725","    510","      4","      3","     50","    418","     63","     13","      5","     17","    934","     10","     41","     83","     14","     20","     11","     59","    614","     69","     18","     35","     11","    513","      9","   2742","    906","      3"," 310506","   1220","      8","      7","2242687","   3429","     11","     12"," 294038","   1211","     10","   8667","   7628","      5"
"map04210.Apoptosis","     29","   1202","     15","     12","     20","    807","     14","     35","    942","    273","     75","     44","     27","     16","      8","     25","      6","     26","     33","     19","     13","     24","     14","     18","     18","   1930","     18","     13","     68","   6501","    912","     19","   5480","   2148","      7","   2611","    918","     18","   6099","    466","      6","     14","     15","    247","     72","     12","      9","      9","    473","     29","     41","     38","     10","     19","     17","     85","    437","     20","     29","     18","     19","    123","     14","    669","    587","     13"," 174917","    891","     12","     17","1747957","   2389","     12","     10"," 102681","    843","     25","   5618","   5365","      9"
"map04970.Salivary.secretion","      9","   2479","      1","      0","     12","    369","      7","     34","   2862","   1375","    122","     18","      2","     13","      2","      2","      4","      0","      8","      3","      2","     77","      1","      2","     18","  17076","      8","     16","     58","   7465","    361","     11","   8504","   1017","      4","   8051","    375","      4","  14453","    184","      5","      6","    141","    181","     34","      4","      1","      6","    152","     23","     19","     49","     11","      8","      2","     19","    180","      7","     11","     85","      4","    406","      2","    986","    262","      4"," 283500","    369","      0","      1","1544441","   1066","      7","      4"," 204842","    344","      0","   4902","   2446","      0"
"map04972.Pancreatic.secretion","     11","   2428","      1","      3","     13","    304","      4","     34","   2850","   1375","    122","     19","      4","     12","      3","      4","      4","      2","      7","      3","      0","     77","      0","      7","     16","  17079","      6","      8","     58","   7476","    379","     12","   8374","    910","      5","   8054","    364","      2","  14474","    199","      5","      2","    138","    168","     23","      3","      3","      2","    120","     20","     23","     45","      7","     13","      2","     18","    201","      6","     10","     87","      3","    411","      1","   1012","    290","      4"," 283391","    364","      2","      3","1544366","   1027","      7","      3"," 204864","    361","      2","   4765","   2361","      0"
"map00511.Other.glycan.degradation","     328","   27314","     204","      29","      94","    4060","      42","     299","   26078","   11776","    1116","     165","      42","      35","     185","      30","      48","      64","      21","       2","      17","     341","       4","     123","      99","   74686","      43","      34","     623","   83603","    1720","      25","  101769","    3763","      33","   97460","    2031","      58","  128201","    3401","      30","       4","     923","    1625","     296","      85","      18","      18","    2672","      90","      81","     343","      33","     105","      39","     143","    1102","      32","      66","     559","       5","    3677","      11","    7892","    1414","      13"," 3757771","    2346","       2","      30","26832385","    4643","      67","      25"," 2753630","    1641","      17","   37733","   10574","       1"
"map00944.Flavone.and.flavonol.biosynthesis","  18"," 251","   0","   0","   3"," 162","   0","   2","  17","   5","   2","   6","   1","   2","   9","   2","   2","   0","   0","   0","   2","   0","   0","   4","   0","  40","   2","   1","   2"," 134","  29","   0"," 119","  39","   0"," 158","  40","   0","  76","  27","   0","   0","   5","  41","   2","   2","   2","   0"," 118","   0","   1","   0","   0","   2","   0","   2","  14","   0","   2","   2","   0","   2","   0","  15","  13","   0","1139","  18","   0","   0","2824"," 120","   4","   0"," 538","  30","   0"," 188"," 149","   0"
"map04141.Protein.processing.in.endoplasmic.reticulum","     65","   3874","     32","      6","     41","   1852","     21","     43","   2505","    652","     86","    111","     33","     11","     27","     26","     18","     45","     23","     18","     18","     37","      9","     37","     24","   7739","     40","     39","    174","  15407","   2580","     36","  13402","   5921","     10","  13922","   2562","     34","  14338","    937","      8","      6","     39","    564","     91","     22","     22","     22","   1083","     33","     74","     79","     32","     45","     22","    109","   1102","     46","     34","     26","     20","    297","     36","   5029","   1656","     11"," 256569","   2416","     12","     23","2999253","   6878","     29","     32"," 256874","   2426","     29","  15640","  15248","      6"
"map00513.Various.types.of.N.glycan.biosynthesis","     49","   6494","     44","      4","     15","    882","      6","     34","   5265","   2506","    325","     43","      7","     11","     33","      5","      6","      9","     13","      0","      3","     47","      0","     24","     10","   7749","      7","     10","     92","  20026","    255","      7","  23254","    681","      3","  22565","    377","      6","  27076","    463","      7","      1","    263","    349","     74","     24","      4","      8","    618","     15","     16","     71","     11","     24","     11","     25","    207","      1","     24","    169","      4","    801","      2","   1588","    232","      0"," 747104","    443","      5","      9","4711613","    850","     12","      7"," 588362","    293","      0","  12200","   1984","      0"
"map04974.Protein.digestion.and.absorption","     11","   2216","     25","      1","     23","    576","      3","     25","   2140","    632","     61","     27","     26","      1","      7","      4","      3","     20","      9","      3","      7","     23","      1","     26","     10","   4621","     16","     13","     78","  14894","   1034","      5","  10650","   2465","      2","   9703","   1147","      9","  14588","    622","      3","      0","      9","    220","     25","     14","      5","      7","    365","     22","     27","     45","     15","     12","      7","     33","    576","     13","     23","     17","      4","    308","     18","    974","    660","      3"," 237924","   1134","      4","      4","3784970","   2627","      6","      9"," 271572","   1086","      7","   7341","   6777","      1"
"map04614.Renin.angiotensin.system","     25","   1543","      9","      5","     19","    700","      1","     30","   1416","    361","     56","     36","     13","      4","      7","     10","      4","     31","     14","      3","      4","     11","      2","     20","     10","   2294","     19","     16","     40","   9344","    972","     11","   6970","   2200","      3","   6517","   1125","     19","   8207","    390","      0","      0","     10","    235","     33","     30","      3","      9","    477","     12","     36","     57","     22","     15","      4","     56","    526","     12","     17","      6","      5","    174","      7","    726","    609","      3"," 128457","    890","      2","      7","2107525","   2434","      3","     13"," 100510","    969","      3","   6181","   5797","      0"
"map04924.Renin.secretion","   3"," 241","   2","   5","   6"," 316","   4","   0","  78","   7","   9","  12","   2","   3","   2","   2","   3","   7","   7","   5","   4","   2","   1","   1","   4","  55","   2","  10","   4"," 524"," 279","   3"," 861"," 678","   1"," 333"," 272","   4","  58","  55","   1","   6","   6","  85","  30","   7","   1","   8"," 180","   6","   7","  19","  11","   2","   0","  19","  96","   8","   4","   4","   5","   2","   6"," 175"," 170","   1","2231"," 241","   1","   3","1003"," 727","   1","   3"," 361"," 201","   1","1564","1472","   0"
"map05142.Chagas.disease","    28","  1210","     2","     7","    20","   675","     3","     9","   585","   181","    59","    47","    21","     3","    13","     6","    10","    14","     9","     6","     6","    18","     3","    23","    10","  1586","    18","    11","    54","  2080","   988","    13","  3977","  2142","     4","  4010","  1032","     6","  1336","   271","     5","     0","    12","   225","    69","    21","     8","    11","   645","    10","    58","    52","    16","    19","     8","    47","   444","    90","    24","    16","     8","   397","     8","   855","   514","     8","152289","   879","     4","    10"," 87455","  2507","     4","     7"," 51890","   967","     2","  5801","  5440","     2"
